"name","kingdom","phylum","class","order","family","genus","species","ages_mean"
"Lutjanus lutjanus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus lutjanus",5.84573953992125
"Lutjanus mahogoni","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus mahogoni",7.33475632762177
"Lutjanus monostigma","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus monostigma",4.6025795197774
"Lutjanus novemfasciatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus novemfasciatus",5.82298015030999
"Lutjanus quinquelineatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus quinquelineatus",6.6915914654769
"Lutjanus rivulatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus rivulatus",8.11545901486132
"Lutjanus rufolineatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus rufolineatus",5.46766312557561
"Lutjanus russellii","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus russellii",4.61762727144701
"Lutjanus sebae","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus sebae",8.05106467382646
"Lutjanus semicinctus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus semicinctus",5.05450445089843
"Lutjanus synagris","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus synagris",6.92627945209246
"Lutjanus viridis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus viridis",4.23167043855373
"Lutjanus vitta","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus vitta",6.26860691579296
"Luzonichthys waitei","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Luzonichthys","Luzonichthys waitei",13.4389921847895
"Luzonichthys whitleyi","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Luzonichthys","Luzonichthys whitleyi",15.5286934298471
"Lythrypnus dalli","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Lythrypnus","Lythrypnus dalli",19.2476224363919
"Lythrypnus gilberti","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Lythrypnus","Lythrypnus gilberti",21.4688142442324
"Lythrypnus insularis","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Lythrypnus","Lythrypnus insularis",18.0545685033053
"Macolor macularis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Macolor","Macolor macularis",7.71683317787039
"Macolor niger","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Macolor","Macolor niger",8.45085390453119
"Macrodontogobius wilburi","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Macrodontogobius","Macrodontogobius wilburi",29.0020109379659
"Macropharyngodon bipartitus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Macropharyngodon","Macropharyngodon bipartitus",13.2202251766776
"Macropharyngodon choati","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Macropharyngodon","Macropharyngodon choati",13.1180585425539
"Macropharyngodon geoffroy","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Macropharyngodon","Macropharyngodon geoffroy",13.2509041478031
"Macropharyngodon kuiteri","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Macropharyngodon","Macropharyngodon kuiteri",12.7114543130391
"Macropharyngodon meleagris","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Macropharyngodon","Macropharyngodon meleagris",12.6284462565093
"Macropharyngodon negrosensis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Macropharyngodon","Macropharyngodon negrosensis",13.4267280543128
"Macropharyngodon ornatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Macropharyngodon","Macropharyngodon ornatus",11.1494556193435
"Malacanthus brevirostris","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Malacanthidae","Malacanthus","Malacanthus brevirostris",27.5106876539792
"Malacanthus latovittatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Malacanthidae","Malacanthus","Malacanthus latovittatus",23.394164950852
"Malacanthus plumieri","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Malacanthidae","Malacanthus","Malacanthus plumieri",21.3037695788783
"Malacoctenus boehlkei","Animalia","Chordata","Teleostei","Blenniiformes","Labrisomidae","Malacoctenus","Malacoctenus boehlkei",15.9116512999331
"Malacoctenus ebisui","Animalia","Chordata","Teleostei","Blenniiformes","Labrisomidae","Malacoctenus","Malacoctenus ebisui",11.1577262082005
"Malacoctenus hubbsi","Animalia","Chordata","Teleostei","Blenniiformes","Labrisomidae","Malacoctenus","Malacoctenus hubbsi",6.30364579918653
"Malacoctenus macropus","Animalia","Chordata","Teleostei","Blenniiformes","Labrisomidae","Malacoctenus","Malacoctenus macropus",10.8027761729852
"Malacoctenus margaritae","Animalia","Chordata","Teleostei","Blenniiformes","Labrisomidae","Malacoctenus","Malacoctenus margaritae",13.78413320966
"Malacoctenus tetranemus","Animalia","Chordata","Teleostei","Blenniiformes","Labrisomidae","Malacoctenus","Malacoctenus tetranemus",9.35726929214696
"Malacoctenus triangulatus","Animalia","Chordata","Teleostei","Blenniiformes","Labrisomidae","Malacoctenus","Malacoctenus triangulatus",7.46333856898477
"Malacoctenus zonifer","Animalia","Chordata","Teleostei","Blenniiformes","Labrisomidae","Malacoctenus","Malacoctenus zonifer",5.99093600093093
"Malacoctenus zonogaster","Animalia","Chordata","Teleostei","Blenniiformes","Labrisomidae","Malacoctenus","Malacoctenus zonogaster",6.6058429646835
"Manonichthys splendens","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Manonichthys","Manonichthys splendens",11.386300678035
"Maxillicosta scabriceps","Animalia","Chordata","Teleostei","Perciformes","Neosebastidae","Maxillicosta","Maxillicosta scabriceps",21.7497063303509
"Mccoskerichthys sandae","Animalia","Chordata","Teleostei","Blenniiformes","Chaenopsidae","Mccoskerichthys","Mccoskerichthys sandae",35.6444592809714
"Mecaenichthys immaculatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Mecaenichthys","Mecaenichthys immaculatus",14.186712991117
"Medialuna californiensis","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Medialuna","Medialuna californiensis",11.5748020348632
"Megalops atlanticus","Animalia","Chordata","Teleostei","Elopiformes","Megalopidae","Megalops","Megalops atlanticus",130.966262
"Meiacanthus abruptus","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Meiacanthus","Meiacanthus abruptus",6.51642017025014
"Meiacanthus atrodorsalis","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Meiacanthus","Meiacanthus atrodorsalis",6.63487044468349
"Meiacanthus bundoon","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Meiacanthus","Meiacanthus bundoon",8.75851412003706
"Meiacanthus crinitus","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Meiacanthus","Meiacanthus crinitus",10.0505833390302
"Meiacanthus ditrema","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Meiacanthus","Meiacanthus ditrema",8.51885542033432
"Meiacanthus grammistes","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Meiacanthus","Meiacanthus grammistes",6.84440678938972
"Meiacanthus kamoharai","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Meiacanthus","Meiacanthus kamoharai",7.97244867243167
"Meiacanthus lineatus","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Meiacanthus","Meiacanthus lineatus",7.67695622795569
"Meiacanthus luteus","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Meiacanthus","Meiacanthus luteus",7.05824952091558
"Meiacanthus mossambicus","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Meiacanthus","Meiacanthus mossambicus",7.34612780812338
"Meiacanthus naevius","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Meiacanthus","Meiacanthus naevius",8.60030656959792
"Meiacanthus nigrolineatus","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Meiacanthus","Meiacanthus nigrolineatus",6.44042933393535
"Meiacanthus oualanensis","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Meiacanthus","Meiacanthus oualanensis",6.29115429415329
"Meiacanthus phaeus","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Meiacanthus","Meiacanthus phaeus",8.59661240164168
"Meiacanthus smithi","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Meiacanthus","Meiacanthus smithi",7.47852495421941
"Meiacanthus tongaensis","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Meiacanthus","Meiacanthus tongaensis",9.77776753981499
"Melanogrammus aeglefinus","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus",30.14166817
"Melichthys indicus","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Melichthys","Melichthys indicus",13.576737950001
"Melichthys niger","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Melichthys","Melichthys niger",1.45104366
"Melichthys vidua","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Melichthys","Melichthys vidua",1.16290803999999
"Mendosoma lineatum","Animalia","Chordata","Teleostei","Centrarchiformes","Latridae","Mendosoma","Mendosoma lineatum",12.6655786069811
"Meuschenia australis","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Meuschenia","Meuschenia australis",4.04282885589537
"Meuschenia flavolineata","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Meuschenia","Meuschenia flavolineata",4.61553108707162
"Meuschenia freycineti","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Meuschenia","Meuschenia freycineti",4.2568206223411
"Meuschenia galii","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Meuschenia","Meuschenia galii",3.97754322091663
"Meuschenia hippocrepis","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Meuschenia","Meuschenia hippocrepis",5.34143207249574
"Meuschenia scaber","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Meuschenia","Meuschenia scaber",5.15413816583156
"Meuschenia trachylepis","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Meuschenia","Meuschenia trachylepis",6.18036869824292
"Meuschenia venusta","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Meuschenia","Meuschenia venusta",4.01899158649401
"Microcanthus strigatus","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Microcanthus","Microcanthus strigatus",7.80753472949279
"Microgobius microlepis","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Microgobius","Microgobius microlepis",20.6856274697014
"Microlepidotus brevipinnis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Microlepidotus","Microlepidotus brevipinnis",28.8460528505582
"Microspathodon bairdii","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Microspathodon","Microspathodon bairdii",9.68207048882679
"Microspathodon chrysurus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Microspathodon","Microspathodon chrysurus",11.9749004266489
"Microspathodon dorsalis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Microspathodon","Microspathodon dorsalis",11.6930512205042
"Mimoblennius lineathorax","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Mimoblennius","Mimoblennius lineathorax",9.75811300668212
"Mirolabrichthys evansi","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Mirolabrichthys","Mirolabrichthys evansi",NA
"Mirolabrichthys pascalus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Mirolabrichthys","Mirolabrichthys pascalus",NA
"Mirolabrichthys tuka","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Mirolabrichthys","Mirolabrichthys tuka",NA
"Mola mola","Animalia","Chordata","Teleostei","Tetraodontiformes","Molidae","Mola","Mola mola",77.8845029400002
"Molva molva","Animalia","Chordata","Teleostei","Gadiformes","Lotidae","Molva","Molva molva",25.4124518799985
"Monacanthus chinensis","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Monacanthus","Monacanthus chinensis",10.3582353675682
"Monacanthus tuckeri","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Monacanthus","Monacanthus tuckeri",22.3384361888535
"Monodactylus argenteus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Monodactylidae","Monodactylus","Monodactylus argenteus",14.7367530023629
"Monotaxis grandoculis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Monotaxis","Monotaxis grandoculis",26.6868259000003
"Monotaxis heterodon","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Monotaxis","Monotaxis heterodon",NA
"Morwong ephippium","Animalia","Chordata","Teleostei","Centrarchiformes","Latridae","Morwong","Morwong ephippium",NA
"Morwong fuscus","Animalia","Chordata","Teleostei","Centrarchiformes","Latridae","Morwong","Morwong fuscus",NA
"Mugil cephalus","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Mugil","Mugil cephalus",35.041669433393
"Mugil curema","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Mugil","Mugil curema",32.183113151603
"Mugil galapagensis","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Mugil","Mugil galapagensis",38.583037819999
"Mulloidichthys dentatus","Animalia","Chordata","Teleostei","Mulliformes","Mullidae","Mulloidichthys","Mulloidichthys dentatus",17.0486670775247
"Mulloidichthys flavolineatus","Animalia","Chordata","Teleostei","Mulliformes","Mullidae","Mulloidichthys","Mulloidichthys flavolineatus",21.7921327823407
"Mulloidichthys martinicus","Animalia","Chordata","Teleostei","Mulliformes","Mullidae","Mulloidichthys","Mulloidichthys martinicus",18.0033652882896
"Mulloidichthys mimicus","Animalia","Chordata","Teleostei","Mulliformes","Mullidae","Mulloidichthys","Mulloidichthys mimicus",19.5417221389943
"Mulloidichthys vanicolensis","Animalia","Chordata","Teleostei","Mulliformes","Mullidae","Mulloidichthys","Mulloidichthys vanicolensis",15.5434274578933
"Mullus argentinae","Animalia","Chordata","Teleostei","Mulliformes","Mullidae","Mullus","Mullus argentinae",19.4080355365727
"Mullus surmuletus","Animalia","Chordata","Teleostei","Mulliformes","Mullidae","Mullus","Mullus surmuletus",15.0824177863201
"Muraena argus","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Muraena","Muraena argus",15.5708098221146
"Muraena augusti","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Muraena","Muraena augusti",15.7710360518485
"Muraena clepsydra","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Muraena","Muraena clepsydra",22.7180980928476
"Muraena helena","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Muraena","Muraena helena",15.7128865473053
"Muraena lentiginosa","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Muraena","Muraena lentiginosa",16.6240172900072
"Mycteroperca bonaci","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Mycteroperca","Mycteroperca bonaci",9.00876765442886
"Mycteroperca fusca","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Mycteroperca","Mycteroperca fusca",8.74149656073698
"Mycteroperca interstitialis","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Mycteroperca","Mycteroperca interstitialis",7.56747819042084
"Mycteroperca jordani","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Mycteroperca","Mycteroperca jordani",8.29306373382912
"Mycteroperca microlepis","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Mycteroperca","Mycteroperca microlepis",8.04614545066729
"Mycteroperca olfax","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Mycteroperca","Mycteroperca olfax",23.5224415514642
"Mycteroperca rosacea","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Mycteroperca","Mycteroperca rosacea",8.85447527291731
"Mycteroperca tigris","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Mycteroperca","Mycteroperca tigris",7.20425685009624
"Mycteroperca xenarcha","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Mycteroperca","Mycteroperca xenarcha",7.71192240056905
"Myoxocephalus scorpius","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Myoxocephalus","Myoxocephalus scorpius",21.2684369661523
"Myrichthys maculosus","Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae","Myrichthys","Myrichthys maculosus",56.6862462238849
"Myrichthys tigrinus","Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae","Myrichthys","Myrichthys tigrinus",15.8361354180109
"Myripristis adusta","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Myripristis","Myripristis adusta",5.34184441987113
